,Date,Período,Região,Estado,Variante,Variantes relevantes,Classificação,Frequência
252,2020-06,Jun 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
253,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
254,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
255,2020-06,Jun 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
256,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,5
257,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
258,2020-06,Jun 2020,Nordeste,Pernambuco,B.1,Não VOC/VOI,Não VOC/VOI,1
259,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,28
260,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.192,Não VOC/VOI,Não VOC/VOI,1
261,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,9
262,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
263,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
264,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
265,2020-06,Jun 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
266,2020-06,Jun 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
267,2020-06,Jun 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
268,2020-06,Jun 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
269,2020-06,Jun 2020,Norte,Amazonas,B.1.212,Não VOC/VOI,Não VOC/VOI,1
270,2020-06,Jun 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
271,2020-06,Jun 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
272,2020-06,Jun 2020,Norte,Rondônia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
273,2020-06,Jun 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
274,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
275,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
276,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,37
277,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
278,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,47
279,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
280,2020-06,Jun 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
281,2020-06,Jun 2020,Sul,Paraná,B.1.1.1,Não VOC/VOI,Não VOC/VOI,2
282,2020-06,Jun 2020,Sul,Paraná,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
283,2020-06,Jun 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,23
284,2020-06,Jun 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,74
285,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,5
286,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
287,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,21
288,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,47
289,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,2
290,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
291,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,11
292,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
293,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
294,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
295,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
296,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
297,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
298,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,N.4,Não VOC/VOI,Não VOC/VOI,3
299,2020-07,Jul 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
300,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
301,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
302,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,1
303,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
304,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,27
305,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,1
306,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
307,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
308,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.74,Não VOC/VOI,Não VOC/VOI,1
309,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,5
310,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.236,Não VOC/VOI,Não VOC/VOI,2
311,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
312,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
313,2020-07,Jul 2020,Nordeste,Sergipe,B.1,Não VOC/VOI,Não VOC/VOI,1
314,2020-07,Jul 2020,Nordeste,Sergipe,B.1.1,Não VOC/VOI,Não VOC/VOI,1
315,2020-07,Jul 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
316,2020-07,Jul 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
317,2020-07,Jul 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
318,2020-07,Jul 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
319,2020-07,Jul 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
320,2020-07,Jul 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
321,2020-07,Jul 2020,Norte,Pará,B.1.395,Não VOC/VOI,Não VOC/VOI,1
322,2020-07,Jul 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
323,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,5
324,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
325,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,71
326,2020-07,Jul 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
327,2020-07,Jul 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
328,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,5
329,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,53
330,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
331,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
332,2020-07,Jul 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,2
333,2020-07,Jul 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,2
334,2020-07,Jul 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
335,2020-07,Jul 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,25
336,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,1
337,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,5
338,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,3
339,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,19
340,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,44
341,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
342,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,1
343,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,10
344,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
345,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
346,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
347,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
348,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
349,2020-08,Ago 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
350,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
351,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
352,2020-08,Ago 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
353,2020-08,Ago 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
354,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
355,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
356,2020-08,Ago 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
357,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,5
358,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
359,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
360,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,23
361,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.16,Não VOC/VOI,Não VOC/VOI,1
362,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.171,Não VOC/VOI,Não VOC/VOI,1
363,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.221,Não VOC/VOI,Não VOC/VOI,2
364,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,1
365,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
366,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,15
367,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
368,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.402,Não VOC/VOI,Não VOC/VOI,1
369,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
370,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.236,Não VOC/VOI,Não VOC/VOI,1
371,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
372,2020-08,Ago 2020,Nordeste,Sergipe,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
373,2020-08,Ago 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
374,2020-08,Ago 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
375,2020-08,Ago 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,2
376,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
377,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
378,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,4
379,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,16
380,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,32
381,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
382,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.4,Não VOC/VOI,Não VOC/VOI,1
383,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,2
384,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,28
385,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
386,2020-08,Ago 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,1
387,2020-08,Ago 2020,Sul,Paraná,B.1,Não VOC/VOI,Não VOC/VOI,1
388,2020-08,Ago 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,2
389,2020-08,Ago 2020,Sul,Paraná,B.1.1.236,Não VOC/VOI,Não VOC/VOI,1
390,2020-08,Ago 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
391,2020-08,Ago 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
392,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,2
393,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,6
394,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,8
395,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,39
396,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,61
397,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
398,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.333,Não VOC/VOI,Não VOC/VOI,1
399,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.462,Não VOC/VOI,Não VOC/VOI,1
400,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,3
401,2020-08,Ago 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,1
402,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
403,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
404,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1,Não VOC/VOI,Não VOC/VOI,1
405,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
406,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
407,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,2
408,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
409,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
410,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
411,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
412,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
413,2020-09,Set 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,3
414,2020-09,Set 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
415,2020-09,Set 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
416,2020-09,Set 2020,Nordeste,Bahia,N.1,Não VOC/VOI,Não VOC/VOI,1
417,2020-09,Set 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
418,2020-09,Set 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,9
419,2020-09,Set 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
420,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,28
421,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.236,Não VOC/VOI,Não VOC/VOI,7
422,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.277,Não VOC/VOI,Não VOC/VOI,2
423,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,18
424,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
425,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
426,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.487,Não VOC/VOI,Não VOC/VOI,1
427,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1,Não VOC/VOI,Não VOC/VOI,1
428,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
429,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
430,2020-09,Set 2020,Nordeste,Rio Grande do Norte,N.1,Não VOC/VOI,Não VOC/VOI,1
431,2020-09,Set 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
432,2020-09,Set 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
433,2020-09,Set 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
434,2020-09,Set 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,3
435,2020-09,Set 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,1
436,2020-09,Set 2020,Norte,Tocantins,B.1.1,Não VOC/VOI,Não VOC/VOI,1
437,2020-09,Set 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
438,2020-09,Set 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
439,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
440,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
441,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,1
442,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
443,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.277,Não VOC/VOI,Não VOC/VOI,2
444,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
445,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,40
446,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,13
447,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
448,2020-09,Set 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,1
449,2020-09,Set 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,1
450,2020-09,Set 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
451,2020-09,Set 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
452,2020-09,Set 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
453,2020-09,Set 2020,Sul,Paraná,P.2,P.2,VOC/VOI,1
454,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,4
455,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,2
456,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,1
457,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,21
458,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,34
459,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),VOC/VOI,1
460,2020-09,Set 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,2
461,2020-09,Set 2020,Sul,Santa Catarina,B.1.1,Não VOC/VOI,Não VOC/VOI,1
462,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
463,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
464,2020-10,Out 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
465,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,4
466,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
467,2020-10,Out 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,1
468,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
469,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
470,2020-10,Out 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
471,2020-10,Out 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
472,2020-10,Out 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
473,2020-10,Out 2020,Nordeste,Bahia,P.2,P.2,VOC/VOI,1
474,2020-10,Out 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,6
475,2020-10,Out 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,1
476,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,15
477,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.220,Não VOC/VOI,Não VOC/VOI,1
478,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,19
479,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,22
480,2020-10,Out 2020,Nordeste,Pernambuco,B.1.173,Não VOC/VOI,Não VOC/VOI,1
481,2020-10,Out 2020,Nordeste,Pernambuco,B.1.258,Não VOC/VOI,Não VOC/VOI,1
482,2020-10,Out 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,10
483,2020-10,Out 2020,Nordeste,Piauí,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
484,2020-10,Out 2020,Nordeste,Piauí,N.9,Não VOC/VOI,Não VOC/VOI,2
485,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,2
486,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
487,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
488,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.212,Não VOC/VOI,Não VOC/VOI,1
489,2020-10,Out 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
490,2020-10,Out 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
491,2020-10,Out 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
492,2020-10,Out 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,4
493,2020-10,Out 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,3
494,2020-10,Out 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
495,2020-10,Out 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
496,2020-10,Out 2020,Norte,Pará,P.1 (Gama),P.1 (Gama),VOC/VOI,3
497,2020-10,Out 2020,Norte,Pará,P.2,P.2,VOC/VOI,8
498,2020-10,Out 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
499,2020-10,Out 2020,Norte,Tocantins,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
500,2020-10,Out 2020,Norte,Tocantins,P.2,P.2,VOC/VOI,1
501,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
502,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
503,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,3
504,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
