Data,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
2022-02-01,Fev 2022,Nordeste,Alagoas,FIOCRUZ,BA.1.* (Omicron),79
2022-02-01,Fev 2022,Nordeste,Alagoas,Outros,BA.1.* (Omicron),194
2022-02-01,Fev 2022,Nordeste,Alagoas,Outros,Outras,2
2022-02-01,Fev 2022,Nordeste,Bahia,FIOCRUZ,BA.1.* (Omicron),217
2022-02-01,Fev 2022,Nordeste,Bahia,FIOCRUZ,BA.2.* (Omicron),1
2022-02-01,Fev 2022,Nordeste,Bahia,FIOCRUZ,P.1.* (Gama),1
2022-02-01,Fev 2022,Nordeste,Bahia,Outros,B.1.617.2+AY.* (Delta),1
2022-02-01,Fev 2022,Nordeste,Bahia,Outros,BA.1.* (Omicron),511
2022-02-01,Fev 2022,Nordeste,Bahia,Outros,BA.2.* (Omicron),7
2022-02-01,Fev 2022,Nordeste,Bahia,Outros,Outras,6
2022-02-01,Fev 2022,Nordeste,Ceará,FIOCRUZ,BA.1.* (Omicron),302
2022-02-01,Fev 2022,Nordeste,Ceará,Outros,BA.1.* (Omicron),222
2022-02-01,Fev 2022,Nordeste,Ceará,Outros,BA.2.* (Omicron),17
2022-02-01,Fev 2022,Nordeste,Ceará,Outros,BA.4.* (Omicron),2
2022-02-01,Fev 2022,Nordeste,Ceará,Outros,Outras,1
2022-02-01,Fev 2022,Nordeste,Maranhão,FIOCRUZ,BA.5.* (Omicron),1
2022-02-01,Fev 2022,Nordeste,Maranhão,Outros,BA.1.* (Omicron),2
2022-02-01,Fev 2022,Nordeste,Paraíba,FIOCRUZ,BA.1.* (Omicron),10
2022-02-01,Fev 2022,Nordeste,Paraíba,Outros,B.1.617.2+AY.* (Delta),1
2022-02-01,Fev 2022,Nordeste,Paraíba,Outros,BA.1.* (Omicron),258
2022-02-01,Fev 2022,Nordeste,Paraíba,Outros,BA.2.* (Omicron),3
2022-02-01,Fev 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),218
2022-02-01,Fev 2022,Nordeste,Pernambuco,Outros,BA.1.* (Omicron),218
2022-02-01,Fev 2022,Nordeste,Piauí,FIOCRUZ,BA.1.* (Omicron),10
2022-02-01,Fev 2022,Nordeste,Piauí,FIOCRUZ,BA.4.* (Omicron),1
2022-02-01,Fev 2022,Nordeste,Piauí,FIOCRUZ,BA.5.* (Omicron),12
2022-02-01,Fev 2022,Nordeste,Piauí,FIOCRUZ,Outras,1
2022-02-01,Fev 2022,Nordeste,Piauí,Outros,BA.1.* (Omicron),11
2022-02-01,Fev 2022,Nordeste,Rio Grande do Norte,FIOCRUZ,BA.1.* (Omicron),37
2022-02-01,Fev 2022,Nordeste,Rio Grande do Norte,Outros,BA.1.* (Omicron),177
2022-02-01,Fev 2022,Nordeste,Rio Grande do Norte,Outros,BA.2.* (Omicron),3
2022-02-01,Fev 2022,Nordeste,Sergipe,FIOCRUZ,BA.1.* (Omicron),13
2022-02-01,Fev 2022,Nordeste,Sergipe,Outros,BA.1.* (Omicron),12
2022-02-01,Fev 2022,Norte,Acre,Outros,BA.1.* (Omicron),238
2022-02-01,Fev 2022,Norte,Acre,Outros,Outras,6
2022-02-01,Fev 2022,Norte,Amapá,FIOCRUZ,BA.1.* (Omicron),8
2022-02-01,Fev 2022,Norte,Amazonas,FIOCRUZ,BA.1.* (Omicron),151
2022-02-01,Fev 2022,Norte,Amazonas,Outros,B.1.617.2+AY.* (Delta),11
2022-02-01,Fev 2022,Norte,Amazonas,Outros,BA.1.* (Omicron),82
2022-02-01,Fev 2022,Norte,Amazonas,Outros,BA.5.* (Omicron),1
2022-02-01,Fev 2022,Norte,Pará,FIOCRUZ,BA.1.* (Omicron),1
2022-02-01,Fev 2022,Norte,Pará,Outros,BA.1.* (Omicron),209
2022-02-01,Fev 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),184
2022-02-01,Fev 2022,Norte,Rondônia,FIOCRUZ,BA.5.* (Omicron),1
2022-02-01,Fev 2022,Norte,Rondônia,Outros,BA.1.* (Omicron),154
2022-02-01,Fev 2022,Norte,Rondônia,Outros,Outras,3
2022-02-01,Fev 2022,Norte,Roraima,Outros,BA.1.* (Omicron),81
2022-02-01,Fev 2022,Norte,Roraima,Outros,Outras,2
2022-02-01,Fev 2022,Norte,Tocantins,FIOCRUZ,BA.1.* (Omicron),17
2022-02-01,Fev 2022,Norte,Tocantins,Outros,BA.1.* (Omicron),379
2022-02-01,Fev 2022,Sudeste,Espírito Santo,Outros,B.1.1.28,1
2022-02-01,Fev 2022,Sudeste,Espírito Santo,Outros,B.1.1.33,1
2022-02-01,Fev 2022,Sudeste,Espírito Santo,Outros,BA.1.* (Omicron),71
2022-02-01,Fev 2022,Sudeste,Espírito Santo,Outros,BA.2.* (Omicron),3
2022-02-01,Fev 2022,Sudeste,Espírito Santo,Outros,P.2,1
2022-02-01,Fev 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),243
2022-02-01,Fev 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),4
2022-02-01,Fev 2022,Sudeste,Minas Gerais,Outros,B.1.617.2+AY.* (Delta),1
2022-02-01,Fev 2022,Sudeste,Minas Gerais,Outros,BA.1.* (Omicron),227
2022-02-01,Fev 2022,Sudeste,Minas Gerais,Outros,BA.2.* (Omicron),69
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),88
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2.* (Omicron),4
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,Outros,B.1.617.2+AY.* (Delta),1
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,Outros,BA.1.* (Omicron),832
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,Outros,BA.2.* (Omicron),40
2022-02-01,Fev 2022,Sudeste,São Paulo,FIOCRUZ,BA.1.* (Omicron),61
2022-02-01,Fev 2022,Sudeste,São Paulo,FIOCRUZ,BA.2.* (Omicron),3
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,B.1.617.2+AY.* (Delta),2
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,BA.1.* (Omicron),4320
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,BA.2.* (Omicron),72
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,BA.5.* (Omicron),1
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,Outras,10
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,P.1.* (Gama),2
2022-02-01,Fev 2022,Sul,Paraná,FIOCRUZ,BA.1.* (Omicron),425
2022-02-01,Fev 2022,Sul,Paraná,FIOCRUZ,BA.2.* (Omicron),8
2022-02-01,Fev 2022,Sul,Paraná,Outros,BA.1.* (Omicron),420
2022-02-01,Fev 2022,Sul,Paraná,Outros,BA.2.* (Omicron),8
2022-02-01,Fev 2022,Sul,Paraná,Outros,P.1.* (Gama),2
2022-02-01,Fev 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),112
2022-02-01,Fev 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),2
2022-02-01,Fev 2022,Sul,Rio Grande do Sul,Outros,BA.1.* (Omicron),353
2022-02-01,Fev 2022,Sul,Rio Grande do Sul,Outros,BA.2.* (Omicron),5
2022-02-01,Fev 2022,Sul,Rio Grande do Sul,Outros,Outras,1
2022-02-01,Fev 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),251
2022-02-01,Fev 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),12
2022-02-01,Fev 2022,Sul,Santa Catarina,Outros,B.1.617.2+AY.* (Delta),1
2022-02-01,Fev 2022,Sul,Santa Catarina,Outros,BA.1.* (Omicron),450
2022-02-01,Fev 2022,Sul,Santa Catarina,Outros,BA.2.* (Omicron),24
2022-03-01,Mar 2022,Centro-oeste,Distrito Federal,Outros,BA.1.* (Omicron),223
2022-03-01,Mar 2022,Centro-oeste,Distrito Federal,Outros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Centro-oeste,Goiás,Outros,BA.1.* (Omicron),292
2022-03-01,Mar 2022,Centro-oeste,Goiás,Outros,BA.2.* (Omicron),9
2022-03-01,Mar 2022,Centro-oeste,Goiás,Outros,Outras,1
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso,Outros,BA.1.* (Omicron),53
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso,Outros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.* (Omicron),155
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.2.* (Omicron),13
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Outros,Outras,12
2022-03-01,Mar 2022,Nordeste,Alagoas,Outros,BA.1.* (Omicron),28
2022-03-01,Mar 2022,Nordeste,Alagoas,Outros,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Nordeste,Bahia,FIOCRUZ,BA.1.* (Omicron),32
2022-03-01,Mar 2022,Nordeste,Bahia,FIOCRUZ,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Nordeste,Bahia,Outros,BA.1.* (Omicron),59
2022-03-01,Mar 2022,Nordeste,Bahia,Outros,BA.2.* (Omicron),9
2022-03-01,Mar 2022,Nordeste,Ceará,FIOCRUZ,BA.1.* (Omicron),51
2022-03-01,Mar 2022,Nordeste,Ceará,Outros,BA.1.* (Omicron),56
2022-03-01,Mar 2022,Nordeste,Ceará,Outros,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Nordeste,Maranhão,Outros,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Nordeste,Paraíba,Outros,BA.1.* (Omicron),37
2022-03-01,Mar 2022,Nordeste,Paraíba,Outros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),48
2022-03-01,Mar 2022,Nordeste,Pernambuco,FIOCRUZ,BA.2.* (Omicron),5
2022-03-01,Mar 2022,Nordeste,Pernambuco,Outros,BA.1.* (Omicron),60
2022-03-01,Mar 2022,Nordeste,Pernambuco,Outros,BA.2.* (Omicron),4
2022-03-01,Mar 2022,Nordeste,Pernambuco,Outros,Outras,4
2022-03-01,Mar 2022,Nordeste,Piauí,FIOCRUZ,BA.1.* (Omicron),23
2022-03-01,Mar 2022,Nordeste,Piauí,FIOCRUZ,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Nordeste,Piauí,FIOCRUZ,BA.4.* (Omicron),6
2022-03-01,Mar 2022,Nordeste,Piauí,FIOCRUZ,BA.5.* (Omicron),5
2022-03-01,Mar 2022,Nordeste,Piauí,Outros,BA.1.* (Omicron),13
2022-03-01,Mar 2022,Nordeste,Rio Grande do Norte,Outros,BA.1.* (Omicron),54
2022-03-01,Mar 2022,Nordeste,Rio Grande do Norte,Outros,BA.2.* (Omicron),14
2022-03-01,Mar 2022,Nordeste,Sergipe,Outros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Norte,Acre,FIOCRUZ,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Norte,Acre,Outros,BA.1.* (Omicron),8
2022-03-01,Mar 2022,Norte,Amazonas,FIOCRUZ,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Norte,Amazonas,Outros,BA.1.* (Omicron),23
2022-03-01,Mar 2022,Norte,Pará,Outros,BA.1.* (Omicron),18
2022-03-01,Mar 2022,Norte,Pará,Outros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Norte,Rondônia,FIOCRUZ,B.1.617.2+AY.* (Delta),1
2022-03-01,Mar 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),76
2022-03-01,Mar 2022,Norte,Rondônia,Outros,BA.1.* (Omicron),49
2022-03-01,Mar 2022,Norte,Rondônia,Outros,Outras,1
2022-03-01,Mar 2022,Norte,Tocantins,FIOCRUZ,BA.1.* (Omicron),8
2022-03-01,Mar 2022,Norte,Tocantins,Outros,BA.1.* (Omicron),128
2022-03-01,Mar 2022,Norte,Tocantins,Outros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Sudeste,Espírito Santo,Outros,BA.1.* (Omicron),28
2022-03-01,Mar 2022,Sudeste,Espírito Santo,Outros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),70
2022-03-01,Mar 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),17
2022-03-01,Mar 2022,Sudeste,Minas Gerais,Outros,B.1.1.7 (Alfa),1
2022-03-01,Mar 2022,Sudeste,Minas Gerais,Outros,BA.1.* (Omicron),135
2022-03-01,Mar 2022,Sudeste,Minas Gerais,Outros,BA.2.* (Omicron),25
2022-03-01,Mar 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),12
2022-03-01,Mar 2022,Sudeste,Rio de Janeiro,Outros,BA.1.* (Omicron),169
2022-03-01,Mar 2022,Sudeste,Rio de Janeiro,Outros,BA.2.* (Omicron),44
2022-03-01,Mar 2022,Sudeste,São Paulo,FIOCRUZ,BA.1.* (Omicron),3
2022-03-01,Mar 2022,Sudeste,São Paulo,Outros,B.1.617.2+AY.* (Delta),3
2022-03-01,Mar 2022,Sudeste,São Paulo,Outros,BA.1.* (Omicron),1740
2022-03-01,Mar 2022,Sudeste,São Paulo,Outros,BA.2.* (Omicron),273
2022-03-01,Mar 2022,Sudeste,São Paulo,Outros,Outras,8
2022-03-01,Mar 2022,Sul,Paraná,FIOCRUZ,BA.1.* (Omicron),301
2022-03-01,Mar 2022,Sul,Paraná,FIOCRUZ,BA.2.* (Omicron),48
2022-03-01,Mar 2022,Sul,Paraná,Outros,BA.1.* (Omicron),364
2022-03-01,Mar 2022,Sul,Paraná,Outros,BA.2.* (Omicron),98
2022-03-01,Mar 2022,Sul,Paraná,Outros,Outras,2
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),157
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),8
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.4.* (Omicron),1
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,FIOCRUZ,Outras,1
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,Outros,BA.1.* (Omicron),137
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,Outros,BA.2.* (Omicron),21
2022-03-01,Mar 2022,Sul,Rio Grande do Sul,Outros,Outras,3
2022-03-01,Mar 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),84
2022-03-01,Mar 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),30
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.1.* (Omicron),309
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.* (Omicron),223
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,Outras,2
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.* (Omicron),28
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.2.* (Omicron),18
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.* (Omicron),82
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.2.* (Omicron),102
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,Outras,2
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Outros,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Outros,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.* (Omicron),16
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.2.* (Omicron),31
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,Outras,2
2022-04-01,Abr 2022,Nordeste,Alagoas,Outros,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Alagoas,Outros,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.1.* (Omicron),6
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.2.* (Omicron),11
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,Outras,1
2022-04-01,Abr 2022,Nordeste,Ceará,FIOCRUZ,BA.1.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Ceará,FIOCRUZ,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Ceará,Outros,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Maranhão,Outros,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Maranhão,Outros,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Paraíba,Outros,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Paraíba,Outros,BA.2.* (Omicron),12
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),11
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.2.* (Omicron),22
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2.* (Omicron),42
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.4.* (Omicron),9
2022-04-01,Abr 2022,Nordeste,Piauí,FIOCRUZ,BA.1.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Piauí,FIOCRUZ,BA.4.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,B.1.617.2+AY.* (Delta),1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.1.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.2.* (Omicron),26
2022-04-01,Abr 2022,Norte,Amazonas,Outros,B.1.617.2+AY.* (Delta),2
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.2.* (Omicron),4
2022-04-01,Abr 2022,Norte,Pará,Outros,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Norte,Pará,Outros,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Norte,Rondônia,FIOCRUZ,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Norte,Rondônia,Outros,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Norte,Rondônia,Outros,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Norte,Rondônia,Outros,Outras,1
2022-04-01,Abr 2022,Norte,Tocantins,Outros,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Tocantins,Outros,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1.* (Omicron),11
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.2.* (Omicron),15
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,Outras,2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.* (Omicron),30
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.* (Omicron),153
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,Outras,3
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2.* (Omicron),9
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.1.* (Omicron),32
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.* (Omicron),138
2022-04-01,Abr 2022,Sudeste,São Paulo,FIOCRUZ,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,FIOCRUZ,BA.2.* (Omicron),31
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.* (Omicron),205
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.* (Omicron),829
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,Outras,8
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.1.* (Omicron),15
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.2.* (Omicron),88
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.* (Omicron),63
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.* (Omicron),214
2022-04-01,Abr 2022,Sul,Paraná,Outros,Outras,6
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),11
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),36
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,Outras,8
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.* (Omicron),50
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.2.* (Omicron),52
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,Outras,9
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),22
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),198
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1.* (Omicron),29
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.* (Omicron),201
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.5.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,Outras,2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.1.* (Omicron),26
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.* (Omicron),194
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.4.* (Omicron),3
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.5.* (Omicron),23
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,Outras,4
2022-05-01,Mai 2022,Centro-oeste,Goiás,FIOCRUZ,BA.2.* (Omicron),27
2022-05-01,Mai 2022,Centro-oeste,Goiás,FIOCRUZ,BA.5.* (Omicron),3
2022-05-01,Mai 2022,Centro-oeste,Goiás,Outros,BA.1.* (Omicron),16
2022-05-01,Mai 2022,Centro-oeste,Goiás,Outros,BA.2.* (Omicron),502
2022-05-01,Mai 2022,Centro-oeste,Goiás,Outros,BA.4.* (Omicron),6
2022-05-01,Mai 2022,Centro-oeste,Goiás,Outros,BA.5.* (Omicron),14
2022-05-01,Mai 2022,Centro-oeste,Goiás,Outros,Outras,4
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso,FIOCRUZ,BA.2.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso,Outros,BA.1.* (Omicron),8
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso,Outros,BA.2.* (Omicron),6
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BA.2.* (Omicron),7
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.* (Omicron),9
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.2.* (Omicron),151
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.5.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Mato Grosso do Sul,Outros,Outras,4
2022-05-01,Mai 2022,Nordeste,Alagoas,Outros,BA.2.* (Omicron),8
2022-05-01,Mai 2022,Nordeste,Alagoas,Outros,BA.4.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Alagoas,Outros,Outras,2
2022-05-01,Mai 2022,Nordeste,Bahia,FIOCRUZ,BA.1.* (Omicron),469
2022-05-01,Mai 2022,Nordeste,Bahia,FIOCRUZ,BA.2.* (Omicron),22
2022-05-01,Mai 2022,Nordeste,Bahia,FIOCRUZ,BA.4.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Bahia,FIOCRUZ,BA.5.* (Omicron),18
2022-05-01,Mai 2022,Nordeste,Bahia,Outros,BA.2.* (Omicron),14
2022-05-01,Mai 2022,Nordeste,Bahia,Outros,BA.4.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Bahia,Outros,BA.5.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Ceará,FIOCRUZ,BA.1.* (Omicron),6
2022-05-01,Mai 2022,Nordeste,Ceará,FIOCRUZ,BA.2.* (Omicron),20
2022-05-01,Mai 2022,Nordeste,Ceará,FIOCRUZ,BA.5.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Ceará,Outros,BA.2.* (Omicron),12
2022-05-01,Mai 2022,Nordeste,Ceará,Outros,BA.4.* (Omicron),2
2022-05-01,Mai 2022,Nordeste,Ceará,Outros,BA.5.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Maranhão,FIOCRUZ,BA.2.* (Omicron),10
2022-05-01,Mai 2022,Nordeste,Maranhão,Outros,BA.2.* (Omicron),9
2022-05-01,Mai 2022,Nordeste,Paraíba,Outros,BA.1.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Paraíba,Outros,BA.2.* (Omicron),35
2022-05-01,Mai 2022,Nordeste,Paraíba,Outros,BA.5.* (Omicron),2
2022-05-01,Mai 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),6
2022-05-01,Mai 2022,Nordeste,Pernambuco,FIOCRUZ,BA.2.* (Omicron),187
2022-05-01,Mai 2022,Nordeste,Pernambuco,FIOCRUZ,BA.4.* (Omicron),31
2022-05-01,Mai 2022,Nordeste,Pernambuco,FIOCRUZ,BA.5.* (Omicron),6
2022-05-01,Mai 2022,Nordeste,Pernambuco,FIOCRUZ,Outras,2
2022-05-01,Mai 2022,Nordeste,Pernambuco,Outros,BA.1.* (Omicron),2
2022-05-01,Mai 2022,Nordeste,Pernambuco,Outros,BA.2.* (Omicron),154
2022-05-01,Mai 2022,Nordeste,Pernambuco,Outros,BA.4.* (Omicron),59
2022-05-01,Mai 2022,Nordeste,Pernambuco,Outros,BA.5.* (Omicron),15
2022-05-01,Mai 2022,Nordeste,Pernambuco,Outros,Outras,4
2022-05-01,Mai 2022,Nordeste,Piauí,FIOCRUZ,BA.1.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Piauí,FIOCRUZ,BA.4.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Piauí,FIOCRUZ,BA.5.* (Omicron),1
2022-05-01,Mai 2022,Nordeste,Piauí,Outros,BA.2.* (Omicron),2
2022-05-01,Mai 2022,Nordeste,Rio Grande do Norte,Outros,BA.2.* (Omicron),104
2022-05-01,Mai 2022,Nordeste,Rio Grande do Norte,Outros,BA.4.* (Omicron),1
