Date,Period,Region,State,Laboratory,Relevant lineages,Quantity
2022-06-01,Jun 2022,Northeast,Maranhão,Others,Others,1
2022-06-01,Jun 2022,Northeast,Paraíba,FIOCRUZ,BA.2.* (Omicron),39
2022-06-01,Jun 2022,Northeast,Paraíba,FIOCRUZ,BA.4.* (Omicron),15
2022-06-01,Jun 2022,Northeast,Paraíba,FIOCRUZ,BA.5.* (Omicron),30
2022-06-01,Jun 2022,Northeast,Paraíba,Others,BA.2.* (Omicron),19
2022-06-01,Jun 2022,Northeast,Paraíba,Others,BA.4.* (Omicron),12
2022-06-01,Jun 2022,Northeast,Paraíba,Others,BA.5.* (Omicron),23
2022-06-01,Jun 2022,Northeast,Pernambuco,FIOCRUZ,BA.2.* (Omicron),120
2022-06-01,Jun 2022,Northeast,Pernambuco,FIOCRUZ,BA.4.* (Omicron),277
2022-06-01,Jun 2022,Northeast,Pernambuco,FIOCRUZ,BA.5.* (Omicron),68
2022-06-01,Jun 2022,Northeast,Pernambuco,FIOCRUZ,Others,13
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,B.1.617.2+AY.* (Delta),1
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,BA.1.* (Omicron),4
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,BA.2.* (Omicron),45
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,BA.4.* (Omicron),83
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,BA.5.* (Omicron),25
2022-06-01,Jun 2022,Northeast,Pernambuco,Others,Others,23
2022-06-01,Jun 2022,Northeast,Piauí,FIOCRUZ,BA.1.* (Omicron),17
2022-06-01,Jun 2022,Northeast,Piauí,FIOCRUZ,BA.2.* (Omicron),3
2022-06-01,Jun 2022,Northeast,Piauí,FIOCRUZ,BA.4.* (Omicron),13
2022-06-01,Jun 2022,Northeast,Piauí,FIOCRUZ,BA.5.* (Omicron),16
2022-06-01,Jun 2022,Northeast,Piauí,Others,BA.2.* (Omicron),1
2022-06-01,Jun 2022,Northeast,Piauí,Others,BA.4.* (Omicron),1
2022-06-01,Jun 2022,Northeast,Piauí,Others,Others,1
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.2.* (Omicron),35
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.4.* (Omicron),7
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.5.* (Omicron),9
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,Others,BA.2.* (Omicron),36
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,Others,BA.4.* (Omicron),1
2022-06-01,Jun 2022,Northeast,Rio Grande do Norte,Others,BA.5.* (Omicron),6
2022-06-01,Jun 2022,Northeast,Sergipe,FIOCRUZ,BA.2.* (Omicron),7
2022-06-01,Jun 2022,Northeast,Sergipe,FIOCRUZ,BA.4.* (Omicron),3
2022-06-01,Jun 2022,Northeast,Sergipe,FIOCRUZ,BA.5.* (Omicron),2
2022-06-01,Jun 2022,Northeast,Sergipe,Others,BA.2.* (Omicron),15
2022-06-01,Jun 2022,Northeast,Sergipe,Others,BA.4.* (Omicron),17
2022-06-01,Jun 2022,Northeast,Sergipe,Others,BA.5.* (Omicron),42
2022-06-01,Jun 2022,Northeast,Sergipe,Others,Others,3
2022-06-01,Jun 2022,North,Acre,FIOCRUZ,BA.4.* (Omicron),3
2022-06-01,Jun 2022,North,Acre,FIOCRUZ,BA.5.* (Omicron),6
2022-06-01,Jun 2022,North,Acre,FIOCRUZ,Others,1
2022-06-01,Jun 2022,North,Acre,Others,BA.5.* (Omicron),1
2022-06-01,Jun 2022,North,Amapá,Others,BA.4.* (Omicron),1
2022-06-01,Jun 2022,North,Amapá,Others,BA.5.* (Omicron),2
2022-06-01,Jun 2022,North,Amazonas,FIOCRUZ,BA.1.* (Omicron),4
2022-06-01,Jun 2022,North,Amazonas,FIOCRUZ,BA.2.* (Omicron),50
2022-06-01,Jun 2022,North,Amazonas,FIOCRUZ,BA.4.* (Omicron),166
2022-06-01,Jun 2022,North,Amazonas,FIOCRUZ,BA.5.* (Omicron),219
2022-06-01,Jun 2022,North,Amazonas,FIOCRUZ,Others,9
2022-06-01,Jun 2022,North,Amazonas,Others,BA.1.* (Omicron),1
2022-06-01,Jun 2022,North,Amazonas,Others,BA.2.* (Omicron),7
2022-06-01,Jun 2022,North,Amazonas,Others,BA.4.* (Omicron),21
2022-06-01,Jun 2022,North,Amazonas,Others,BA.5.* (Omicron),9
2022-06-01,Jun 2022,North,Amazonas,Others,Others,4
2022-06-01,Jun 2022,North,Amazonas,Others,P.1.* (Gamma),4
2022-06-01,Jun 2022,North,Pará,Others,BA.2.* (Omicron),11
2022-06-01,Jun 2022,North,Pará,Others,BA.4.* (Omicron),24
2022-06-01,Jun 2022,North,Pará,Others,BA.5.* (Omicron),85
2022-06-01,Jun 2022,North,Pará,Others,Others,6
2022-06-01,Jun 2022,North,Rondônia,FIOCRUZ,BA.2.* (Omicron),8
2022-06-01,Jun 2022,North,Rondônia,FIOCRUZ,BA.4.* (Omicron),3
2022-06-01,Jun 2022,North,Rondônia,FIOCRUZ,BA.5.* (Omicron),25
2022-06-01,Jun 2022,North,Rondônia,FIOCRUZ,Others,2
2022-06-01,Jun 2022,North,Rondônia,Others,BA.1.* (Omicron),5
2022-06-01,Jun 2022,North,Rondônia,Others,BA.2.* (Omicron),42
2022-06-01,Jun 2022,North,Rondônia,Others,BA.4.* (Omicron),1
2022-06-01,Jun 2022,North,Rondônia,Others,BA.5.* (Omicron),19
2022-06-01,Jun 2022,North,Rondônia,Others,Others,2
2022-06-01,Jun 2022,North,Roraima,FIOCRUZ,BA.2.* (Omicron),8
2022-06-01,Jun 2022,North,Roraima,FIOCRUZ,BA.4.* (Omicron),9
2022-06-01,Jun 2022,North,Roraima,FIOCRUZ,BA.5.* (Omicron),42
2022-06-01,Jun 2022,North,Roraima,FIOCRUZ,Others,3
2022-06-01,Jun 2022,North,Tocantins,FIOCRUZ,BA.2.* (Omicron),1
2022-06-01,Jun 2022,North,Tocantins,FIOCRUZ,BA.4.* (Omicron),1
2022-06-01,Jun 2022,North,Tocantins,FIOCRUZ,BA.5.* (Omicron),5
2022-06-01,Jun 2022,North,Tocantins,Others,BA.1.* (Omicron),4
2022-06-01,Jun 2022,North,Tocantins,Others,BA.2.* (Omicron),34
2022-06-01,Jun 2022,North,Tocantins,Others,BA.4.* (Omicron),3
2022-06-01,Jun 2022,North,Tocantins,Others,BA.5.* (Omicron),10
2022-06-01,Jun 2022,Southeast,Espírito Santo,Others,BA.1.* (Omicron),1
2022-06-01,Jun 2022,Southeast,Espírito Santo,Others,BA.2.* (Omicron),49
2022-06-01,Jun 2022,Southeast,Espírito Santo,Others,BA.4.* (Omicron),10
2022-06-01,Jun 2022,Southeast,Espírito Santo,Others,BA.5.* (Omicron),62
2022-06-01,Jun 2022,Southeast,Espírito Santo,Others,Others,3
2022-06-01,Jun 2022,Southeast,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),2
2022-06-01,Jun 2022,Southeast,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),128
2022-06-01,Jun 2022,Southeast,Minas Gerais,FIOCRUZ,BA.4.* (Omicron),33
2022-06-01,Jun 2022,Southeast,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),152
2022-06-01,Jun 2022,Southeast,Minas Gerais,FIOCRUZ,Others,13
2022-06-01,Jun 2022,Southeast,Minas Gerais,Others,BA.2.* (Omicron),120
2022-06-01,Jun 2022,Southeast,Minas Gerais,Others,BA.4.* (Omicron),14
2022-06-01,Jun 2022,Southeast,Minas Gerais,Others,BA.5.* (Omicron),127
2022-06-01,Jun 2022,Southeast,Minas Gerais,Others,Others,7
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),5
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.2.* (Omicron),36
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.4.* (Omicron),12
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.5.* (Omicron),361
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,FIOCRUZ,Others,27
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,B.1.1.28,2
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,B.1.1.33,2
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,BA.2.* (Omicron),140
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,BA.4.* (Omicron),30
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,BA.5.* (Omicron),643
2022-06-01,Jun 2022,Southeast,Rio de Janeiro,Others,Others,102
2022-06-01,Jun 2022,Southeast,São Paulo,FIOCRUZ,BA.2.* (Omicron),185
2022-06-01,Jun 2022,Southeast,São Paulo,FIOCRUZ,BA.4.* (Omicron),271
2022-06-01,Jun 2022,Southeast,São Paulo,FIOCRUZ,BA.5.* (Omicron),210
2022-06-01,Jun 2022,Southeast,São Paulo,FIOCRUZ,Others,7
2022-06-01,Jun 2022,Southeast,São Paulo,FIOCRUZ,P.2,1
2022-06-01,Jun 2022,Southeast,São Paulo,Others,B.1.617.2+AY.* (Delta),8
2022-06-01,Jun 2022,Southeast,São Paulo,Others,BA.1.* (Omicron),4
2022-06-01,Jun 2022,Southeast,São Paulo,Others,BA.2.* (Omicron),1330
2022-06-01,Jun 2022,Southeast,São Paulo,Others,BA.4.* (Omicron),553
2022-06-01,Jun 2022,Southeast,São Paulo,Others,BA.5.* (Omicron),858
2022-06-01,Jun 2022,Southeast,São Paulo,Others,FE.1.* (Omicron),1
2022-06-01,Jun 2022,Southeast,São Paulo,Others,Others,26
2022-06-01,Jun 2022,South,Paraná,FIOCRUZ,BA.2.* (Omicron),134
2022-06-01,Jun 2022,South,Paraná,FIOCRUZ,BA.4.* (Omicron),4
2022-06-01,Jun 2022,South,Paraná,FIOCRUZ,BA.5.* (Omicron),29
2022-06-01,Jun 2022,South,Paraná,FIOCRUZ,Others,5
2022-06-01,Jun 2022,South,Paraná,Others,BA.2.* (Omicron),211
2022-06-01,Jun 2022,South,Paraná,Others,BA.4.* (Omicron),15
2022-06-01,Jun 2022,South,Paraná,Others,BA.5.* (Omicron),74
2022-06-01,Jun 2022,South,Paraná,Others,Others,3
2022-06-01,Jun 2022,South,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),50
2022-06-01,Jun 2022,South,Rio Grande do Sul,FIOCRUZ,BA.5.* (Omicron),5
2022-06-01,Jun 2022,South,Rio Grande do Sul,FIOCRUZ,Others,14
2022-06-01,Jun 2022,South,Rio Grande do Sul,Others,BA.1.* (Omicron),5
2022-06-01,Jun 2022,South,Rio Grande do Sul,Others,BA.2.* (Omicron),108
2022-06-01,Jun 2022,South,Rio Grande do Sul,Others,BA.4.* (Omicron),4
2022-06-01,Jun 2022,South,Rio Grande do Sul,Others,BA.5.* (Omicron),28
2022-06-01,Jun 2022,South,Rio Grande do Sul,Others,Others,69
2022-06-01,Jun 2022,South,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),194
2022-06-01,Jun 2022,South,Santa Catarina,FIOCRUZ,BA.4.* (Omicron),18
2022-06-01,Jun 2022,South,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),101
2022-06-01,Jun 2022,South,Santa Catarina,FIOCRUZ,Others,9
2022-06-01,Jun 2022,South,Santa Catarina,Others,BA.1.* (Omicron),1
2022-06-01,Jun 2022,South,Santa Catarina,Others,BA.2.* (Omicron),76
2022-06-01,Jun 2022,South,Santa Catarina,Others,BA.4.* (Omicron),5
2022-06-01,Jun 2022,South,Santa Catarina,Others,BA.5.* (Omicron),29
2022-06-01,Jun 2022,South,Santa Catarina,Others,Others,7
2022-07-01,Jul 2022,Central-west,Distrito Federal,FIOCRUZ,BA.5.* (Omicron),13
2022-07-01,Jul 2022,Central-west,Distrito Federal,Others,BA.2.* (Omicron),1
2022-07-01,Jul 2022,Central-west,Distrito Federal,Others,BA.4.* (Omicron),5
2022-07-01,Jul 2022,Central-west,Distrito Federal,Others,BA.5.* (Omicron),75
2022-07-01,Jul 2022,Central-west,Distrito Federal,Others,Others,1
2022-07-01,Jul 2022,Central-west,Goiás,FIOCRUZ,BA.2.* (Omicron),1
2022-07-01,Jul 2022,Central-west,Goiás,FIOCRUZ,BA.4.* (Omicron),2
2022-07-01,Jul 2022,Central-west,Goiás,FIOCRUZ,BA.5.* (Omicron),16
2022-07-01,Jul 2022,Central-west,Goiás,Others,BA.2.* (Omicron),27
2022-07-01,Jul 2022,Central-west,Goiás,Others,BA.4.* (Omicron),44
2022-07-01,Jul 2022,Central-west,Goiás,Others,BA.5.* (Omicron),209
2022-07-01,Jul 2022,Central-west,Goiás,Others,Others,4
2022-07-01,Jul 2022,Central-west,Mato Grosso,FIOCRUZ,BA.5.* (Omicron),2
2022-07-01,Jul 2022,Central-west,Mato Grosso,Others,BA.2.* (Omicron),14
2022-07-01,Jul 2022,Central-west,Mato Grosso,Others,BA.4.* (Omicron),7
2022-07-01,Jul 2022,Central-west,Mato Grosso,Others,BA.5.* (Omicron),59
2022-07-01,Jul 2022,Central-west,Mato Grosso,Others,Others,3
2022-07-01,Jul 2022,Central-west,Mato Grosso do Sul,Others,BA.2.* (Omicron),21
2022-07-01,Jul 2022,Central-west,Mato Grosso do Sul,Others,BA.4.* (Omicron),13
2022-07-01,Jul 2022,Central-west,Mato Grosso do Sul,Others,BA.5.* (Omicron),35
2022-07-01,Jul 2022,Central-west,Mato Grosso do Sul,Others,Others,1
2022-07-01,Jul 2022,Northeast,Alagoas,Others,BA.2.* (Omicron),7
2022-07-01,Jul 2022,Northeast,Alagoas,Others,BA.4.* (Omicron),17
2022-07-01,Jul 2022,Northeast,Alagoas,Others,BA.5.* (Omicron),35
2022-07-01,Jul 2022,Northeast,Alagoas,Others,Others,5
2022-07-01,Jul 2022,Northeast,Bahia,FIOCRUZ,BA.2.* (Omicron),11
2022-07-01,Jul 2022,Northeast,Bahia,FIOCRUZ,BA.4.* (Omicron),62
2022-07-01,Jul 2022,Northeast,Bahia,FIOCRUZ,BA.5.* (Omicron),144
2022-07-01,Jul 2022,Northeast,Bahia,FIOCRUZ,Others,8
2022-07-01,Jul 2022,Northeast,Bahia,Others,BA.1.* (Omicron),2
2022-07-01,Jul 2022,Northeast,Bahia,Others,BA.2.* (Omicron),2
2022-07-01,Jul 2022,Northeast,Bahia,Others,BA.4.* (Omicron),46
2022-07-01,Jul 2022,Northeast,Bahia,Others,BA.5.* (Omicron),96
2022-07-01,Jul 2022,Northeast,Bahia,Others,Others,7
2022-07-01,Jul 2022,Northeast,Ceará,FIOCRUZ,BA.2.* (Omicron),30
2022-07-01,Jul 2022,Northeast,Ceará,FIOCRUZ,BA.4.* (Omicron),227
2022-07-01,Jul 2022,Northeast,Ceará,FIOCRUZ,BA.5.* (Omicron),1233
2022-07-01,Jul 2022,Northeast,Ceará,FIOCRUZ,Others,3
2022-07-01,Jul 2022,Northeast,Ceará,Others,BA.4.* (Omicron),5
2022-07-01,Jul 2022,Northeast,Ceará,Others,BA.5.* (Omicron),29
2022-07-01,Jul 2022,Northeast,Ceará,Others,Others,9
2022-07-01,Jul 2022,Northeast,Maranhão,FIOCRUZ,BA.2.* (Omicron),3
2022-07-01,Jul 2022,Northeast,Maranhão,FIOCRUZ,BA.5.* (Omicron),8
2022-07-01,Jul 2022,Northeast,Maranhão,Others,BA.2.* (Omicron),11
2022-07-01,Jul 2022,Northeast,Maranhão,Others,BA.4.* (Omicron),18
2022-07-01,Jul 2022,Northeast,Maranhão,Others,BA.5.* (Omicron),99
2022-07-01,Jul 2022,Northeast,Maranhão,Others,Others,5
2022-07-01,Jul 2022,Northeast,Paraíba,FIOCRUZ,BA.1.* (Omicron),1
2022-07-01,Jul 2022,Northeast,Paraíba,FIOCRUZ,BA.2.* (Omicron),7
2022-07-01,Jul 2022,Northeast,Paraíba,FIOCRUZ,BA.4.* (Omicron),25
2022-07-01,Jul 2022,Northeast,Paraíba,FIOCRUZ,BA.5.* (Omicron),59
2022-07-01,Jul 2022,Northeast,Paraíba,Others,BA.2.* (Omicron),3
2022-07-01,Jul 2022,Northeast,Paraíba,Others,BA.4.* (Omicron),7
2022-07-01,Jul 2022,Northeast,Paraíba,Others,BA.5.* (Omicron),8
2022-07-01,Jul 2022,Northeast,Pernambuco,FIOCRUZ,BA.1.* (Omicron),2
2022-07-01,Jul 2022,Northeast,Pernambuco,FIOCRUZ,BA.2.* (Omicron),3
2022-07-01,Jul 2022,Northeast,Pernambuco,FIOCRUZ,BA.4.* (Omicron),145
2022-07-01,Jul 2022,Northeast,Pernambuco,FIOCRUZ,BA.5.* (Omicron),69
2022-07-01,Jul 2022,Northeast,Pernambuco,FIOCRUZ,Others,7
2022-07-01,Jul 2022,Northeast,Pernambuco,Others,BA.2.* (Omicron),3
2022-07-01,Jul 2022,Northeast,Pernambuco,Others,BA.4.* (Omicron),31
2022-07-01,Jul 2022,Northeast,Pernambuco,Others,BA.5.* (Omicron),36
2022-07-01,Jul 2022,Northeast,Pernambuco,Others,Others,12
2022-07-01,Jul 2022,Northeast,Piauí,FIOCRUZ,BA.2.* (Omicron),1
2022-07-01,Jul 2022,Northeast,Piauí,FIOCRUZ,BA.4.* (Omicron),15
2022-07-01,Jul 2022,Northeast,Piauí,FIOCRUZ,BA.5.* (Omicron),33
2022-07-01,Jul 2022,Northeast,Piauí,Others,BA.5.* (Omicron),1
2022-07-01,Jul 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.2.* (Omicron),6
2022-07-01,Jul 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.4.* (Omicron),7
2022-07-01,Jul 2022,Northeast,Rio Grande do Norte,FIOCRUZ,BA.5.* (Omicron),50
2022-07-01,Jul 2022,Northeast,Rio Grande do Norte,FIOCRUZ,Others,2
2022-07-01,Jul 2022,Northeast,Sergipe,FIOCRUZ,BA.4.* (Omicron),1
2022-07-01,Jul 2022,Northeast,Sergipe,FIOCRUZ,BA.5.* (Omicron),11
2022-07-01,Jul 2022,North,Acre,FIOCRUZ,BA.2.* (Omicron),1
2022-07-01,Jul 2022,North,Acre,FIOCRUZ,BA.4.* (Omicron),4
2022-07-01,Jul 2022,North,Acre,FIOCRUZ,BA.5.* (Omicron),11
2022-07-01,Jul 2022,North,Acre,FIOCRUZ,Others,3
2022-07-01,Jul 2022,North,Acre,Others,BA.4.* (Omicron),2
2022-07-01,Jul 2022,North,Acre,Others,BA.5.* (Omicron),8
2022-07-01,Jul 2022,North,Acre,Others,Others,1
2022-07-01,Jul 2022,North,Amapá,FIOCRUZ,BA.4.* (Omicron),19
2022-07-01,Jul 2022,North,Amapá,FIOCRUZ,BA.5.* (Omicron),15
2022-07-01,Jul 2022,North,Amapá,Others,BA.4.* (Omicron),12
2022-07-01,Jul 2022,North,Amapá,Others,BA.5.* (Omicron),16
2022-07-01,Jul 2022,North,Amazonas,FIOCRUZ,BA.1.* (Omicron),1
2022-07-01,Jul 2022,North,Amazonas,FIOCRUZ,BA.2.* (Omicron),11
2022-07-01,Jul 2022,North,Amazonas,FIOCRUZ,BA.4.* (Omicron),293
2022-07-01,Jul 2022,North,Amazonas,FIOCRUZ,BA.5.* (Omicron),801
2022-07-01,Jul 2022,North,Amazonas,FIOCRUZ,Others,27
2022-07-01,Jul 2022,North,Amazonas,Others,BA.1.* (Omicron),8
2022-07-01,Jul 2022,North,Amazonas,Others,BA.2.* (Omicron),2
2022-07-01,Jul 2022,North,Amazonas,Others,BA.4.* (Omicron),17
2022-07-01,Jul 2022,North,Amazonas,Others,BA.5.* (Omicron),52
2022-07-01,Jul 2022,North,Amazonas,Others,Others,12
2022-07-01,Jul 2022,North,Amazonas,Others,P.1.* (Gamma),2
2022-07-01,Jul 2022,North,Pará,FIOCRUZ,BA.5.* (Omicron),1
2022-07-01,Jul 2022,North,Pará,Others,BA.1.* (Omicron),1
2022-07-01,Jul 2022,North,Pará,Others,BA.2.* (Omicron),4
2022-07-01,Jul 2022,North,Pará,Others,BA.4.* (Omicron),10
2022-07-01,Jul 2022,North,Pará,Others,BA.5.* (Omicron),94
2022-07-01,Jul 2022,North,Pará,Others,Others,9
2022-07-01,Jul 2022,North,Rondônia,FIOCRUZ,BA.1.* (Omicron),1
2022-07-01,Jul 2022,North,Rondônia,FIOCRUZ,BA.2.* (Omicron),9
2022-07-01,Jul 2022,North,Rondônia,FIOCRUZ,BA.4.* (Omicron),9
2022-07-01,Jul 2022,North,Rondônia,FIOCRUZ,BA.5.* (Omicron),87
2022-07-01,Jul 2022,North,Rondônia,FIOCRUZ,Others,7
2022-07-01,Jul 2022,North,Rondônia,Others,BA.2.* (Omicron),2
2022-07-01,Jul 2022,North,Rondônia,Others,BA.4.* (Omicron),4
2022-07-01,Jul 2022,North,Rondônia,Others,BA.5.* (Omicron),72
2022-07-01,Jul 2022,North,Rondônia,Others,Others,5
2022-07-01,Jul 2022,North,Roraima,FIOCRUZ,BA.4.* (Omicron),1
2022-07-01,Jul 2022,North,Roraima,FIOCRUZ,BA.5.* (Omicron),1
2022-07-01,Jul 2022,North,Roraima,Others,Others,1
2022-07-01,Jul 2022,North,Tocantins,FIOCRUZ,BA.2.* (Omicron),1
2022-07-01,Jul 2022,North,Tocantins,FIOCRUZ,BA.4.* (Omicron),1
2022-07-01,Jul 2022,North,Tocantins,FIOCRUZ,BA.5.* (Omicron),1
2022-07-01,Jul 2022,North,Tocantins,Others,BA.2.* (Omicron),1
2022-07-01,Jul 2022,North,Tocantins,Others,BA.5.* (Omicron),2
2022-07-01,Jul 2022,Southeast,Espírito Santo,Others,BA.2.* (Omicron),11
2022-07-01,Jul 2022,Southeast,Espírito Santo,Others,BA.4.* (Omicron),11
2022-07-01,Jul 2022,Southeast,Espírito Santo,Others,BA.5.* (Omicron),123
2022-07-01,Jul 2022,Southeast,Espírito Santo,Others,Others,9
2022-07-01,Jul 2022,Southeast,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),21
2022-07-01,Jul 2022,Southeast,Minas Gerais,FIOCRUZ,BA.4.* (Omicron),23
2022-07-01,Jul 2022,Southeast,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),237
2022-07-01,Jul 2022,Southeast,Minas Gerais,FIOCRUZ,Others,20
2022-07-01,Jul 2022,Southeast,Minas Gerais,Others,BA.2.* (Omicron),13
2022-07-01,Jul 2022,Southeast,Minas Gerais,Others,BA.4.* (Omicron),21
2022-07-01,Jul 2022,Southeast,Minas Gerais,Others,BA.5.* (Omicron),114
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),4
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.2.* (Omicron),2
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.4.* (Omicron),13
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,FIOCRUZ,BA.5.* (Omicron),217
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,FIOCRUZ,Others,14
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,BA.1.* (Omicron),1
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,BA.2.* (Omicron),23
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,BA.4.* (Omicron),47
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,BA.5.* (Omicron),692
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,Others,105
2022-07-01,Jul 2022,Southeast,Rio de Janeiro,Others,P.1.* (Gamma),1
2022-07-01,Jul 2022,Southeast,São Paulo,FIOCRUZ,BA.1.* (Omicron),1
2022-07-01,Jul 2022,Southeast,São Paulo,FIOCRUZ,BA.2.* (Omicron),75
2022-07-01,Jul 2022,Southeast,São Paulo,FIOCRUZ,BA.4.* (Omicron),401
2022-07-01,Jul 2022,Southeast,São Paulo,FIOCRUZ,BA.5.* (Omicron),966
2022-07-01,Jul 2022,Southeast,São Paulo,FIOCRUZ,Others,31
2022-07-01,Jul 2022,Southeast,São Paulo,Others,BA.2.* (Omicron),103
2022-07-01,Jul 2022,Southeast,São Paulo,Others,BA.4.* (Omicron),427
2022-07-01,Jul 2022,Southeast,São Paulo,Others,BA.5.* (Omicron),1296
2022-07-01,Jul 2022,Southeast,São Paulo,Others,Others,56
2022-07-01,Jul 2022,South,Paraná,FIOCRUZ,BA.2.* (Omicron),22
2022-07-01,Jul 2022,South,Paraná,FIOCRUZ,BA.4.* (Omicron),7
2022-07-01,Jul 2022,South,Paraná,FIOCRUZ,BA.5.* (Omicron),105
2022-07-01,Jul 2022,South,Paraná,FIOCRUZ,Others,3
2022-07-01,Jul 2022,South,Paraná,Others,BA.2.* (Omicron),34
2022-07-01,Jul 2022,South,Paraná,Others,BA.4.* (Omicron),41
2022-07-01,Jul 2022,South,Paraná,Others,BA.5.* (Omicron),235
2022-07-01,Jul 2022,South,Paraná,Others,Others,11
2022-07-01,Jul 2022,South,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),12
2022-07-01,Jul 2022,South,Rio Grande do Sul,FIOCRUZ,BA.4.* (Omicron),21
2022-07-01,Jul 2022,South,Rio Grande do Sul,FIOCRUZ,BA.5.* (Omicron),81
2022-07-01,Jul 2022,South,Rio Grande do Sul,FIOCRUZ,Others,6
2022-07-01,Jul 2022,South,Rio Grande do Sul,Others,BA.1.* (Omicron),3
2022-07-01,Jul 2022,South,Rio Grande do Sul,Others,BA.2.* (Omicron),45
2022-07-01,Jul 2022,South,Rio Grande do Sul,Others,BA.4.* (Omicron),29
2022-07-01,Jul 2022,South,Rio Grande do Sul,Others,BA.5.* (Omicron),119
2022-07-01,Jul 2022,South,Rio Grande do Sul,Others,Others,19
2022-07-01,Jul 2022,South,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),33
2022-07-01,Jul 2022,South,Santa Catarina,FIOCRUZ,BA.4.* (Omicron),30
2022-07-01,Jul 2022,South,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),243
2022-07-01,Jul 2022,South,Santa Catarina,FIOCRUZ,Others,12
2022-07-01,Jul 2022,South,Santa Catarina,Others,BA.1.* (Omicron),2
2022-07-01,Jul 2022,South,Santa Catarina,Others,BA.2.* (Omicron),18
2022-07-01,Jul 2022,South,Santa Catarina,Others,BA.4.* (Omicron),14
2022-07-01,Jul 2022,South,Santa Catarina,Others,BA.5.* (Omicron),72
2022-07-01,Jul 2022,South,Santa Catarina,Others,Others,8
2022-08-01,Aug 2022,Central-west,Distrito Federal,FIOCRUZ,BA.4.* (Omicron),2
2022-08-01,Aug 2022,Central-west,Distrito Federal,FIOCRUZ,BA.5.* (Omicron),13
2022-08-01,Aug 2022,Central-west,Distrito Federal,Others,BA.4.* (Omicron),9
2022-08-01,Aug 2022,Central-west,Distrito Federal,Others,BA.5.* (Omicron),88
2022-08-01,Aug 2022,Central-west,Distrito Federal,Others,Others,5
2022-08-01,Aug 2022,Central-west,Goiás,Others,BA.4.* (Omicron),6
2022-08-01,Aug 2022,Central-west,Goiás,Others,BA.5.* (Omicron),94
2022-08-01,Aug 2022,Central-west,Mato Grosso,Others,BA.4.* (Omicron),2
2022-08-01,Aug 2022,Central-west,Mato Grosso,Others,BA.5.* (Omicron),10
2022-08-01,Aug 2022,Central-west,Mato Grosso do Sul,FIOCRUZ,BA.4.* (Omicron),1
2022-08-01,Aug 2022,Central-west,Mato Grosso do Sul,FIOCRUZ,BA.5.* (Omicron),3
2022-08-01,Aug 2022,Central-west,Mato Grosso do Sul,Others,BA.2.* (Omicron),4
