,Date,Período,Região,Estado,Variante,Variantes relevantes,Classificação,Quantidade
252,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,25
253,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.192,Não VOC/VOI,Não VOC/VOI,1
254,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
255,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
256,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
257,2020-06,Jun 2020,Nordeste,Pernambuco,B.60,Não VOC/VOI,Não VOC/VOI,12
258,2020-06,Jun 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
259,2020-06,Jun 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
260,2020-06,Jun 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
261,2020-06,Jun 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
262,2020-06,Jun 2020,Norte,Amazonas,B.1.212,Não VOC/VOI,Não VOC/VOI,1
263,2020-06,Jun 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
264,2020-06,Jun 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
265,2020-06,Jun 2020,Norte,Rondônia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
266,2020-06,Jun 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
267,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
268,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
269,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,36
270,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
271,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,47
272,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
273,2020-06,Jun 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,3
274,2020-06,Jun 2020,Sul,Paraná,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
275,2020-06,Jun 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,23
276,2020-06,Jun 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,72
277,2020-06,Jun 2020,Sul,Paraná,B.1.1.372,Não VOC/VOI,Não VOC/VOI,2
278,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,5
279,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
280,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,21
281,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,47
282,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,2
283,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
284,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,11
285,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
286,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
287,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
288,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
289,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
290,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
291,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,N.4,Não VOC/VOI,Não VOC/VOI,3
292,2020-07,Jul 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
293,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,11
294,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
295,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,1
296,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
297,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,22
298,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
299,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
300,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.515,Não VOC/VOI,Não VOC/VOI,1
301,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.74,Não VOC/VOI,Não VOC/VOI,1
302,2020-07,Jul 2020,Nordeste,Pernambuco,B.60,Não VOC/VOI,Não VOC/VOI,4
303,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,7
304,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
305,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
306,2020-07,Jul 2020,Nordeste,Sergipe,B.1,Não VOC/VOI,Não VOC/VOI,1
307,2020-07,Jul 2020,Nordeste,Sergipe,B.1.1,Não VOC/VOI,Não VOC/VOI,1
308,2020-07,Jul 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
309,2020-07,Jul 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
310,2020-07,Jul 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
311,2020-07,Jul 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
312,2020-07,Jul 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
313,2020-07,Jul 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
314,2020-07,Jul 2020,Norte,Pará,B.1.395,Não VOC/VOI,Não VOC/VOI,1
315,2020-07,Jul 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
316,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,6
317,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
318,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,70
319,2020-07,Jul 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
320,2020-07,Jul 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
321,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,5
322,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,53
323,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
324,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
325,2020-07,Jul 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,2
326,2020-07,Jul 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,5
327,2020-07,Jul 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
328,2020-07,Jul 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,22
329,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,1
330,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,4
331,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,3
332,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,20
333,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,44
334,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
335,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,1
336,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,10
337,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
338,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
339,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
340,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
341,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,11
342,2020-08,Ago 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
343,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
344,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
345,2020-08,Ago 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
346,2020-08,Ago 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
347,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
348,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
349,2020-08,Ago 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
350,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,5
351,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
352,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
353,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,21
354,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.16,Não VOC/VOI,Não VOC/VOI,1
355,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.171,Não VOC/VOI,Não VOC/VOI,1
356,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.221,Não VOC/VOI,Não VOC/VOI,2
357,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
358,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,15
359,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
360,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
361,2020-08,Ago 2020,Nordeste,Pernambuco,B.60,Não VOC/VOI,Não VOC/VOI,3
362,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
363,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
364,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.60,Não VOC/VOI,Não VOC/VOI,1
365,2020-08,Ago 2020,Nordeste,Sergipe,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
366,2020-08,Ago 2020,Norte,Acre,B.1.1,Não VOC/VOI,Não VOC/VOI,2
367,2020-08,Ago 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
368,2020-08,Ago 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
369,2020-08,Ago 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,2
370,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
371,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
372,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,4
373,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
374,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,32
375,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
376,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.4,Não VOC/VOI,Não VOC/VOI,1
377,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,2
378,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,28
379,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
380,2020-08,Ago 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,1
381,2020-08,Ago 2020,Sul,Paraná,B.1,Não VOC/VOI,Não VOC/VOI,1
382,2020-08,Ago 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,2
383,2020-08,Ago 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
384,2020-08,Ago 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
385,2020-08,Ago 2020,Sul,Paraná,B.60,Não VOC/VOI,Não VOC/VOI,1
386,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,2
387,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,6
388,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,8
389,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,40
390,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,60
391,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
392,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.462,Não VOC/VOI,Não VOC/VOI,1
393,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,3
394,2020-08,Ago 2020,Sul,Rio Grande do Sul,N.1,Não VOC/VOI,Não VOC/VOI,1
395,2020-08,Ago 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,1
396,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
397,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
398,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1,Não VOC/VOI,Não VOC/VOI,1
399,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
400,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
401,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,2
402,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
403,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
404,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
405,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
406,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
407,2020-09,Set 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,3
408,2020-09,Set 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
409,2020-09,Set 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
410,2020-09,Set 2020,Nordeste,Bahia,N.1,Não VOC/VOI,Não VOC/VOI,1
411,2020-09,Set 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
412,2020-09,Set 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,9
413,2020-09,Set 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
414,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,27
415,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.277,Não VOC/VOI,Não VOC/VOI,3
416,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,83
417,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,25
418,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
419,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.398,Não VOC/VOI,Não VOC/VOI,3
420,2020-09,Set 2020,Nordeste,Pernambuco,B.1.619,Não VOC/VOI,Não VOC/VOI,1
421,2020-09,Set 2020,Nordeste,Pernambuco,B.60,Não VOC/VOI,Não VOC/VOI,9
422,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1,Não VOC/VOI,Não VOC/VOI,1
423,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
424,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
425,2020-09,Set 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,2
426,2020-09,Set 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
427,2020-09,Set 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
428,2020-09,Set 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,3
429,2020-09,Set 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,1
430,2020-09,Set 2020,Norte,Tocantins,B.1.1,Não VOC/VOI,Não VOC/VOI,1
431,2020-09,Set 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
432,2020-09,Set 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
433,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
434,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
435,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,1
436,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
437,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.277,Não VOC/VOI,Não VOC/VOI,2
438,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
439,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,40
440,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,13
441,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
442,2020-09,Set 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,1
443,2020-09,Set 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,1
444,2020-09,Set 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
445,2020-09,Set 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
446,2020-09,Set 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
447,2020-09,Set 2020,Sul,Paraná,P.2,P.2,VOC/VOI,1
448,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,4
449,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,3
450,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,1
451,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,20
452,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,34
453,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),VOC/VOI,1
454,2020-09,Set 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,2
455,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
456,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
457,2020-10,Out 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
458,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,4
459,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
460,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
461,2020-10,Out 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,1
462,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
463,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
464,2020-10,Out 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
465,2020-10,Out 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
466,2020-10,Out 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
467,2020-10,Out 2020,Nordeste,Bahia,P.2,P.2,VOC/VOI,1
468,2020-10,Out 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,6
469,2020-10,Out 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,1
470,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,16
471,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.220,Não VOC/VOI,Não VOC/VOI,1
472,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,29
473,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,29
474,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
475,2020-10,Out 2020,Nordeste,Pernambuco,B.1.173,Não VOC/VOI,Não VOC/VOI,1
476,2020-10,Out 2020,Nordeste,Pernambuco,B.1.258,Não VOC/VOI,Não VOC/VOI,1
477,2020-10,Out 2020,Nordeste,Pernambuco,B.60,Não VOC/VOI,Não VOC/VOI,1
478,2020-10,Out 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,10
479,2020-10,Out 2020,Nordeste,Piauí,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
480,2020-10,Out 2020,Nordeste,Piauí,N.9,Não VOC/VOI,Não VOC/VOI,2
481,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,2
482,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
483,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
484,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.212,Não VOC/VOI,Não VOC/VOI,1
485,2020-10,Out 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,2
486,2020-10,Out 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
487,2020-10,Out 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
488,2020-10,Out 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,4
489,2020-10,Out 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,1
490,2020-10,Out 2020,Norte,Pará,P.2,P.2,VOC/VOI,6
491,2020-10,Out 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
492,2020-10,Out 2020,Norte,Tocantins,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
493,2020-10,Out 2020,Norte,Tocantins,P.2,P.2,VOC/VOI,1
494,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
495,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
496,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,3
497,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
498,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
499,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
500,2020-10,Out 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,1
501,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
502,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
503,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,42
504,2020-10,Out 2020,Sudeste,Rio de Janeiro,N.10,Não VOC/VOI,Não VOC/VOI,1
