,Data,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
321,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.28,53
322,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.33,12
323,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,Outras,4
324,2020-07-01,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,10
325,2020-07-01,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
326,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1,21
327,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1.28,11
328,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1.33,5
329,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
330,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,3
331,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
332,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
333,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1,6
334,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,17
335,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,42
336,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,Outras,10
337,2020-07-01,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,2
338,2020-07-01,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
339,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1,2
340,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1.28,10
341,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1.33,10
342,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,Outras,1
343,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),1
344,2020-08-01,Ago 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,6
345,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1,1
346,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.28,3
347,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.33,5
348,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.33,1
349,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
350,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,4
351,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,6
352,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.1+P.1.* (Gama),1
353,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
354,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
355,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
356,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,2
357,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
358,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1,1
359,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1.28,3
360,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1.33,4
361,2020-08-01,Ago 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
362,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
363,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
364,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
365,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,24
366,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,14
367,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,6
368,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,7
369,2020-08-01,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,5
370,2020-08-01,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,2
371,2020-08-01,Ago 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,2
372,2020-08-01,Ago 2020,Norte,Acre,Outros,B.1.1,2
373,2020-08-01,Ago 2020,Norte,Acre,Outros,B.1.1.33,12
374,2020-08-01,Ago 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,4
375,2020-08-01,Ago 2020,Norte,Amazonas,FIOCRUZ,Outras,3
376,2020-08-01,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
377,2020-08-01,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,3
378,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,5
379,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,14
380,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,32
381,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,2
382,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
383,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,1
384,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,10
385,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,Outras,32
386,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1,2
387,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.28,29
388,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
389,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,Outras,1
390,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),1
391,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1,2
392,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,4
393,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
394,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1,3
395,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1.28,5
396,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1.33,3
397,2020-08-01,Ago 2020,Sul,Paraná,Outros,Outras,1
398,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,3
399,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,7
400,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
401,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1,14
402,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,30
403,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,57
404,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,Outras,9
405,2020-08-01,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
406,2020-08-01,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
407,2020-08-01,Ago 2020,Sul,Santa Catarina,Outros,B.1.1.28,6
408,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,1
409,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,2
410,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
411,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
412,2020-09-01,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
413,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,1
414,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
415,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
416,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,2
417,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,7
418,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
419,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
420,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,3
421,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,6
422,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,9
423,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,3
424,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,3
425,2020-09-01,Set 2020,Nordeste,Bahia,Outros,Outras,1
426,2020-09-01,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
427,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
428,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
429,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,37
430,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,80
431,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,26
432,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,9
433,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,4
434,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,4
435,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,2
436,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
437,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,9
438,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,7
439,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,Outras,4
440,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1,1
441,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1.28,4
442,2020-09-01,Set 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,14
443,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,2
444,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,2
445,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,2
446,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
447,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
448,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,35
449,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
450,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
451,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
452,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,5
453,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,Outras,2
454,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1,1
455,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.28,12
456,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.33,2
457,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,Outras,1
458,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,P.2,1
459,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1,2
460,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.28,3
461,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.33,4
462,2020-09-01,Set 2020,Sul,Paraná,Outros,P.2,1
463,2020-09-01,Set 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,1
464,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1,4
465,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
466,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,33
467,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,Outras,6
468,2020-09-01,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,3
469,2020-09-01,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
470,2020-09-01,Set 2020,Sul,Santa Catarina,Outros,B.1.1.33,1
471,2020-09-01,Set 2020,Sul,Santa Catarina,Outros,Outras,1
472,2020-10-01,Out 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,3
473,2020-10-01,Out 2020,Centro-oeste,Distrito Federal,Outros,P.2,4
474,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.28,2
475,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
476,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,P.2,1
477,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,9
478,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,2
479,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,1
480,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
481,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
482,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,5
483,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,P.2,1
484,2020-10-01,Out 2020,Nordeste,Bahia,Outros,B.1.1.28,1
485,2020-10-01,Out 2020,Nordeste,Bahia,Outros,P.2,1
486,2020-10-01,Out 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,6
487,2020-10-01,Out 2020,Nordeste,Paraíba,FIOCRUZ,P.2,1
488,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,21
489,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,26
490,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,29
491,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,3
492,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,10
493,2020-10-01,Out 2020,Nordeste,Piauí,Outros,B.1.1.28,2
494,2020-10-01,Out 2020,Nordeste,Piauí,Outros,Outras,2
495,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,2
496,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
497,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
498,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
499,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
500,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,8
501,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
502,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,Outras,4
503,2020-10-01,Out 2020,Norte,Pará,Outros,B.1.1,1
504,2020-10-01,Out 2020,Norte,Pará,Outros,B.1.1.28,2
505,2020-10-01,Out 2020,Norte,Pará,Outros,P.2,6
506,2020-10-01,Out 2020,Norte,Tocantins,Outros,B.1.1.28,6
507,2020-10-01,Out 2020,Norte,Tocantins,Outros,B.1.1.33,2
508,2020-10-01,Out 2020,Norte,Tocantins,Outros,P.2,1
509,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,4
510,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,6
511,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,3
512,2020-10-01,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
513,2020-10-01,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,1
514,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1,1
515,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,4
516,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,5
517,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,3
518,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
519,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,P.2,1
520,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,7
521,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,25
522,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,6
523,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
524,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,7
525,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,19
526,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,P.2,20
527,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1,2
528,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1.28,21
529,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1.33,6
530,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,Outras,3
531,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,P.2,5
532,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,1
533,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,P.2,1
534,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1,4
535,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1.28,14
536,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1.33,3
537,2020-10-01,Out 2020,Sul,Paraná,Outros,Outras,1
538,2020-10-01,Out 2020,Sul,Paraná,Outros,P.2,7
539,2020-10-01,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,2
540,2020-10-01,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,2
541,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1,6
542,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,24
543,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,23
544,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,Outras,8
545,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,P.2,10
546,2020-10-01,Out 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
547,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,B.1.1,1
548,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,B.1.1.33,1
549,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,P.2,1
550,2020-11-01,Nov 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
551,2020-11-01,Nov 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
552,2020-11-01,Nov 2020,Centro-oeste,Goiás,Outros,P.2,1
553,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso,Outros,Outras,1
554,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
555,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,2
556,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
557,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
558,2020-11-01,Nov 2020,Nordeste,Alagoas,FIOCRUZ,Outras,1
559,2020-11-01,Nov 2020,Nordeste,Alagoas,FIOCRUZ,P.2,1
560,2020-11-01,Nov 2020,Nordeste,Alagoas,Outros,B.1.1.28,1
561,2020-11-01,Nov 2020,Nordeste,Alagoas,Outros,P.2,3
562,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,1
563,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
564,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
565,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,B.1.1.28,2
566,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,B.1.1.33,3
567,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,Outras,2
568,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,3
569,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,7
570,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,P.2,2
571,2020-11-01,Nov 2020,Nordeste,Maranhão,FIOCRUZ,Outras,4
572,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,B.1.1,1
573,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,B.1.1.28,1
574,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,Outras,3
575,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
576,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,3
577,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,Outras,2
578,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,P.2,3
579,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1,5
580,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1.28,2
581,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,Outras,4
582,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,P.2,1
583,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,10
584,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,65
585,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,48
586,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,10
587,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,4
588,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,B.1.1.28,1
589,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,Outras,3
590,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,1
591,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,1
592,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
593,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
594,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,1
595,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,2
596,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,Outras,1
597,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,P.2,4
598,2020-11-01,Nov 2020,Norte,Amapá,Outros,P.2,5
599,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1,3
600,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,11
601,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
602,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,Outras,12
603,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,P.2,2
604,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1,3
605,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.28,7
606,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.33,1
607,2020-11-01,Nov 2020,Norte,Amazonas,Outros,Outras,7
608,2020-11-01,Nov 2020,Norte,Amazonas,Outros,P.2,1
609,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1,3
610,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1.28,2
611,2020-11-01,Nov 2020,Norte,Pará,Outros,Outras,1
612,2020-11-01,Nov 2020,Norte,Pará,Outros,P.2,11
613,2020-11-01,Nov 2020,Norte,Roraima,Outros,B.1.1.28,1
614,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,1
615,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,7
616,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,2
617,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
618,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
619,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,P.2,5
620,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
621,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,4
622,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,3
623,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1,1
624,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
625,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,2
626,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,P.2,10
627,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,5
628,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,12
629,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,14
630,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,3
631,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,12
632,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,10
633,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,Outras,1
634,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,P.2,21
635,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1,6
636,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.28,39
637,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
638,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,Outras,20
639,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.2,26
640,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,4
641,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,1
642,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,P.2,4
